CITY,DATE,DEWP,DEWP_ATTRIBUTES,ELEVATION,FRSHTT,GUST,LATITUDE,LONGITUDE,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,MXSPD,NAME,PRCP,PRCP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,SNDP,STATION,STP,STP_ATTRIBUTES,TEMP,TEMP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES
Denver,2025-01-25,14.7,24.0,1789.2,001000,,39.5599,-104.84843,32.0,,17.1,,11.1,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1021.2,16.0,,72466693067,821.7,24.0,22.0,24.0,4.8,24.0,6.5,24.0
Denver,2025-01-26,12.7,24.0,1789.2,001000,,39.5599,-104.84843,26.1,,14.0,,7.0,"DENVER CENTENNIAL AIRPORT, CO US",0.01,,1027.9,17.0,,72466693067,823.8,24.0,18.0,24.0,7.2,24.0,4.2,24.0
Denver,2025-01-27,9.5,24.0,1789.2,000000,,39.5599,-104.84843,50.0,,14.0,,8.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1024.9,24.0,,72466693067,822.7,24.0,28.5,24.0,10.0,23.0,5.0,24.0
Denver,2025-01-28,13.8,24.0,1789.2,000000,,39.5599,-104.84843,51.1,,14.0,,12.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1019.9,24.0,,72466693067,821.0,24.0,33.4,24.0,10.0,24.0,5.0,24.0
Denver,2025-01-29,15.2,24.0,1789.2,000000,,39.5599,-104.84843,51.1,,19.0,,8.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1017.6,24.0,,72466693067,819.2,24.0,32.9,24.0,10.0,24.0,2.7,24.0
Denver,2025-01-30,21.7,24.0,1789.2,001000,20.0,39.5599,-104.84843,48.0,,19.9,,19.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1011.5,17.0,,72466693067,814.3,24.0,35.3,24.0,9.2,24.0,6.8,24.0
Denver,2025-01-31,10.4,24.0,1789.2,000000,18.1,39.5599,-104.84843,55.9,,21.9,,14.0,"DENVER CENTENNIAL AIRPORT, CO US",0.04,,1018.0,24.0,,72466693067,820.1,24.0,38.1,24.0,10.0,24.0,6.9,24.0
Denver,2025-02-01,11.3,24.0,1789.2,000000,,39.5599,-104.84843,55.9,,21.9,,17.1,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1010.7,24.0,,72466693067,816.2,23.0,45.3,24.0,10.0,24.0,7.2,24.0
Denver,2025-02-02,23.0,24.0,1789.2,000000,36.9,39.5599,-104.84843,68.0,,32.0,,22.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1010.0,24.0,,72466693067,815.5,24.0,46.3,24.0,10.0,24.0,6.9,24.0
Denver,2025-02-03,20.9,24.0,1789.2,000000,27.0,39.5599,-104.84843,70.0,,32.0,,19.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1007.9,23.0,,72466693067,816.2,24.0,56.8,24.0,10.0,24.0,8.4,24.0
Denver,2025-02-04,22.6,24.0,1789.2,100000,,39.5599,-104.84843,44.1,,21.0,,8.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1016.6,20.0,,72466693067,819.4,24.0,29.9,24.0,8.2,24.0,3.2,24.0
Denver,2025-02-05,19.1,24.0,1789.2,000000,29.9,39.5599,-104.84843,64.0,,19.9,,20.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1008.6,23.0,,72466693067,813.4,24.0,47.1,24.0,10.0,24.0,7.9,24.0
Denver,2025-02-06,21.0,24.0,1789.2,000000,17.1,39.5599,-104.84843,64.0,,23.0,,15.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1010.5,23.0,,72466693067,816.6,24.0,42.4,24.0,10.0,24.0,8.4,24.0
Denver,2025-02-07,18.2,24.0,1789.2,000000,33.0,39.5599,-104.84843,69.1,,24.1,,22.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1009.3,24.0,,72466693067,813.9,24.0,43.8,24.0,10.0,24.0,8.7,24.0
Denver,2025-02-08,21.9,24.0,1789.2,001000,26.0,39.5599,-104.84843,52.0,,24.1,,13.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1012.5,24.0,,72466693067,816.9,24.0,36.2,24.0,9.8,24.0,5.9,24.0
Denver,2025-02-09,16.9,24.0,1789.2,001000,21.0,39.5599,-104.84843,37.9,,19.9,,12.0,"DENVER CENTENNIAL AIRPORT, CO US",0.01,,1023.1,20.0,,72466693067,822.7,24.0,29.4,24.0,9.2,24.0,6.3,24.0
Denver,2025-02-10,11.2,24.0,1789.2,000000,18.1,39.5599,-104.84843,37.9,,15.1,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1021.4,24.0,,72466693067,820.6,24.0,25.4,24.0,10.0,24.0,6.8,24.0
Denver,2025-02-11,5.5,24.0,1789.2,001000,17.1,39.5599,-104.84843,25.0,,8.1,,12.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1019.2,18.0,,72466693067,816.2,24.0,12.6,24.0,6.8,24.0,6.7,24.0
Denver,2025-02-12,0.2,24.0,1789.2,001000,,39.5599,-104.84843,14.0,,1.0,,11.1,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1016.0,14.0,,72466693067,811.8,24.0,6.4,24.0,5.4,24.0,6.4,24.0
Denver,2025-02-13,-0.7,24.0,1789.2,000000,20.0,39.5599,-104.84843,46.0,,1.0,,13.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1019.8,23.0,,72466693067,815.7,24.0,17.4,24.0,10.0,24.0,7.7,24.0
Denver,2025-02-14,20.1,24.0,1789.2,000000,22.0,39.5599,-104.84843,54.0,,26.1,,15.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1006.7,24.0,,72466693067,811.2,24.0,41.6,24.0,10.0,24.0,9.0,24.0
Denver,2025-02-15,25.3,24.0,1789.2,111000,20.0,39.5599,-104.84843,39.9,,18.0,,15.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1011.0,13.0,,72466693067,815.0,24.0,28.9,24.0,6.0,24.0,4.5,24.0
Denver,2025-02-16,12.8,24.0,1789.2,001000,,39.5599,-104.84843,43.0,,6.1,,11.1,"DENVER CENTENNIAL AIRPORT, CO US",0.05,,1022.6,23.0,,72466693067,820.0,24.0,19.8,24.0,9.2,24.0,5.2,24.0
Denver,2025-02-17,19.8,24.0,1789.2,000000,,39.5599,-104.84843,43.0,,6.1,,12.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1013.8,20.0,,72466693067,814.1,24.0,25.4,24.0,7.8,24.0,3.7,24.0
Denver,2025-02-18,11.9,24.0,1789.2,101000,,39.5599,-104.84843,36.0,,9.0,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1020.1,17.0,,72466693067,817.2,24.0,15.3,24.0,3.7,24.0,5.6,24.0
Denver,2025-02-19,2.9,24.0,1789.2,001000,,39.5599,-104.84843,30.0,,1.0,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1031.3,23.0,,72466693067,824.6,24.0,10.3,24.0,9.0,24.0,4.9,24.0
Denver,2025-02-20,9.3,24.0,1789.2,000000,,39.5599,-104.84843,30.0,,1.0,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1024.9,24.0,,72466693067,821.1,24.0,17.4,24.0,10.0,24.0,4.7,24.0
Denver,2025-02-21,19.6,24.0,1789.2,101000,,39.5599,-104.84843,37.9,,10.0,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.28,,1025.7,14.0,,72466693067,823.3,24.0,25.4,24.0,3.9,24.0,5.8,24.0
Denver,2025-02-22,16.0,24.0,1789.2,000000,,39.5599,-104.84843,54.0,,16.0,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.09,,1023.6,24.0,,72466693067,823.3,24.0,32.2,24.0,10.0,24.0,5.1,24.0
Denver,2025-02-23,17.8,24.0,1789.2,000000,19.0,39.5599,-104.84843,63.0,,33.1,,14.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1019.1,24.0,,72466693067,822.2,24.0,44.4,24.0,10.0,24.0,6.5,23.0
Denver,2025-02-24,24.2,24.0,1789.2,000000,26.0,39.5599,-104.84843,64.9,,30.9,,19.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1014.1,22.0,,72466693067,820.1,24.0,52.9,24.0,10.0,22.0,6.7,24.0
Denver,2025-02-25,19.7,24.0,1789.2,000000,34.0,39.5599,-104.84843,66.0,,39.9,,20.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1012.8,24.0,,72466693067,819.5,24.0,52.7,24.0,10.0,24.0,11.6,24.0
Denver,2025-02-26,15.6,24.0,1789.2,000000,17.1,39.5599,-104.84843,66.0,,25.0,,11.1,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1018.1,24.0,,72466693067,821.7,24.0,38.5,24.0,10.0,24.0,6.1,24.0
Denver,2025-02-27,7.2,24.0,1789.2,000000,,39.5599,-104.84843,61.0,,27.0,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1027.1,24.0,,72466693067,827.9,24.0,40.7,24.0,10.0,24.0,4.9,24.0
Denver,2025-02-28,7.9,21.0,1789.2,000000,22.9,39.5599,-104.84843,62.1,,34.0,,11.1,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1018.4,21.0,,72466693067,822.8,21.0,46.4,21.0,10.0,21.0,5.2,21.0
KC,2025-01-01,22.0,24.0,307.4,000000,15.0,39.29747,-94.73087,39.9,,24.1,,13.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1025.9,24.0,,72446003947,987.4,24.0,31.9,24.0,10.0,24.0,7.4,24.0
KC,2025-01-02,25.1,24.0,307.4,000000,15.9,39.29747,-94.73087,44.1,,25.0,,14.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1024.0,24.0,,72446003947,986.1,24.0,34.9,24.0,10.0,24.0,6.6,24.0
KC,2025-01-03,21.4,24.0,307.4,000000,20.0,39.29747,-94.73087,44.1,,19.0,,17.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1031.2,19.0,,72446003947,992.8,24.0,27.5,24.0,9.7,24.0,7.4,24.0
KC,2025-01-04,16.5,24.0,307.4,000000,22.0,39.29747,-94.73087,33.1,,19.9,,15.9,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1029.8,21.0,,72446003947,990.3,24.0,25.3,24.0,9.0,24.0,9.3,24.0
KC,2025-01-05,16.5,24.0,307.4,011000,33.0,39.29747,-94.73087,24.1,,12.2,,24.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.11,,1020.1,11.0,7.1,72446003947,981.1,24.0,19.4,24.0,2.4,24.0,16.7,24.0
KC,2025-01-06,3.7,24.0,307.4,001000,27.0,39.29747,-94.73087,21.9,,5.0,,19.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.31,,1028.0,22.0,5.9,72446003947,988.4,24.0,12.2,24.0,8.6,24.0,10.0,24.0
KC,2025-01-07,2.1,24.0,307.4,000000,,39.29747,-94.73087,21.9,,-2.9,,8.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1034.2,24.0,5.9,72446003947,994.8,24.0,8.8,24.0,10.0,24.0,5.2,24.0
KC,2025-01-08,6.4,24.0,307.4,000000,,39.29747,-94.73087,21.9,,-2.9,,8.9,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1034.5,24.0,5.9,72446003947,994.8,24.0,13.4,24.0,10.0,24.0,6.5,24.0
KC,2025-01-09,12.9,24.0,307.4,000000,17.1,39.29747,-94.73087,35.1,,5.0,,11.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1022.7,24.0,5.9,72446003947,983.8,24.0,19.5,24.0,9.7,24.0,8.8,24.0
KC,2025-01-10,25.5,24.0,307.4,001000,,39.29747,-94.73087,35.1,,12.0,,13.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.11,,1016.9,16.0,7.9,72446003947,979.8,24.0,29.6,24.0,6.2,24.0,6.4,24.0
KC,2025-01-11,17.7,24.0,307.4,010000,,39.29747,-94.73087,37.9,,10.9,,15.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.05,,1009.8,24.0,5.9,72446003947,971.6,24.0,23.3,24.0,9.9,24.0,8.8,24.0
KC,2025-01-12,27.3,24.0,307.4,010000,19.0,39.29747,-94.73087,36.0,,26.6,,14.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.02,,1011.4,20.0,5.1,72446003947,974.6,24.0,33.7,24.0,9.9,24.0,7.7,24.0
KC,2025-01-13,6.4,24.0,307.4,000000,,39.29747,-94.73087,36.0,,5.0,,9.9,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1026.8,24.0,5.1,72446003947,988.1,24.0,15.2,24.0,10.0,24.0,6.5,24.0
KC,2025-01-14,9.7,24.0,307.4,000000,,39.29747,-94.73087,24.1,,5.0,,12.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1028.4,24.0,3.9,72446003947,989.6,24.0,19.4,24.0,10.0,24.0,8.0,24.0
KC,2025-01-15,4.5,24.0,307.4,000000,,39.29747,-94.73087,28.9,,8.1,,8.9,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1032.0,24.0,3.9,72446003947,992.7,24.0,17.1,24.0,10.0,24.0,4.9,24.0
KC,2025-01-16,24.5,24.0,307.4,000000,,39.29747,-94.73087,44.1,,12.9,,13.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1022.3,24.0,3.1,72446003947,984.1,24.0,35.0,24.0,10.0,24.0,7.7,24.0
KC,2025-01-17,28.2,24.0,307.4,000000,28.0,39.29747,-94.73087,48.0,,30.0,,20.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1007.6,24.0,1.2,72446003947,970.1,24.0,39.8,24.0,10.0,24.0,11.0,24.0
KC,2025-01-18,14.1,24.0,307.4,000000,35.0,39.29747,-94.73087,48.0,,14.0,,24.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1015.7,24.0,1.2,72446003947,978.5,24.0,25.1,24.0,10.0,24.0,15.8,24.0
KC,2025-01-19,-3.7,24.0,307.4,000000,26.0,39.29747,-94.73087,32.0,,3.0,,17.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1031.6,24.0,1.2,72446003947,992.5,24.0,10.0,24.0,10.0,24.0,12.0,24.0
KC,2025-01-20,-5.1,24.0,307.4,000000,21.0,39.29747,-94.73087,16.0,,-0.9,,15.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1036.1,24.0,1.2,72446003947,996.4,24.0,5.8,24.0,10.0,24.0,6.5,24.0
KC,2025-01-21,-10.5,24.0,307.4,000000,22.0,39.29747,-94.73087,16.0,,-9.0,,17.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1039.4,24.0,,72446003947,998.8,24.0,1.7,24.0,10.0,24.0,7.4,24.0
KC,2025-01-22,8.2,24.0,307.4,000000,28.0,39.29747,-94.73087,32.0,,14.0,,19.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1022.6,24.0,,72446003947,983.7,24.0,22.2,24.0,10.0,24.0,13.5,24.0
KC,2025-01-23,14.0,24.0,307.4,001000,27.0,39.29747,-94.73087,33.1,,14.0,,22.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1027.9,24.0,,72446003947,989.5,24.0,24.4,24.0,9.8,24.0,9.4,24.0
KC,2025-01-24,9.6,24.0,307.4,000000,26.0,39.29747,-94.73087,39.0,,5.0,,19.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1025.7,24.0,,72446003947,986.4,24.0,18.8,24.0,10.0,24.0,9.3,24.0
KC,2025-01-25,21.7,24.0,307.4,000000,,39.29747,-94.73087,41.0,,27.0,,9.9,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1021.9,24.0,,72446003947,984.1,24.0,33.8,24.0,10.0,24.0,4.0,24.0
KC,2025-01-26,12.8,24.0,307.4,000000,,39.29747,-94.73087,42.1,,18.0,,12.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1030.2,24.0,,72446003947,991.7,24.0,27.4,24.0,10.0,24.0,6.2,24.0
KC,2025-01-27,15.2,24.0,307.4,000000,28.9,39.29747,-94.73087,45.0,,15.1,,17.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1024.7,24.0,,72446003947,985.8,24.0,27.0,24.0,10.0,24.0,8.4,24.0
KC,2025-01-28,24.5,24.0,307.4,000000,21.0,39.29747,-94.73087,48.9,,17.1,,14.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1015.3,24.0,,72446003947,977.5,24.0,37.1,24.0,10.0,24.0,8.7,24.0
KC,2025-01-29,26.3,24.0,307.4,000000,,39.29747,-94.73087,55.0,,25.2,,9.9,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1016.0,24.0,,72446003947,978.7,24.0,41.6,24.0,10.0,24.0,5.6,24.0
KC,2025-01-30,34.9,24.0,307.4,110000,,39.29747,-94.73087,55.0,,31.1,,8.9,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.01,,1011.9,18.0,,72446003947,974.4,24.0,42.5,24.0,5.7,24.0,5.0,24.0
KC,2025-01-31,38.5,24.0,307.4,110000,20.0,39.29747,-94.73087,46.9,,37.9,,12.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",1.2,,1008.0,16.0,,72446003947,970.0,24.0,40.6,24.0,5.6,24.0,7.5,24.0
KC,2025-02-01,34.3,24.0,307.4,000000,27.0,39.29747,-94.73087,46.9,,30.0,,19.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.05,,1019.0,23.0,,72446003947,981.1,24.0,38.1,24.0,8.1,24.0,10.0,24.0
KC,2025-02-02,37.8,24.0,307.4,000000,,39.29747,-94.73087,63.0,,30.2,,14.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1012.4,24.0,,72446003947,975.3,24.0,46.3,24.0,10.0,24.0,6.5,24.0
KC,2025-02-03,39.1,24.0,307.4,000000,25.1,39.29747,-94.73087,63.0,,37.9,,15.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1010.3,24.0,,72446003947,973.7,24.0,49.2,24.0,10.0,24.0,9.0,24.0
KC,2025-02-04,24.7,24.0,307.4,000000,28.0,39.29747,-94.73087,42.1,,26.1,,18.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1026.0,23.0,,72446003947,988.0,24.0,32.4,24.0,10.0,24.0,13.2,24.0
KC,2025-02-05,25.3,24.0,307.4,010000,,39.29747,-94.73087,34.0,,27.0,,13.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.02,,1022.4,16.0,,72446003947,982.4,24.0,29.2,24.0,4.8,24.0,8.7,24.0
KC,2025-02-06,27.8,24.0,307.4,110000,19.0,39.29747,-94.73087,46.9,,27.0,,13.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.01,,1017.3,18.0,,72446003947,978.6,24.0,34.9,24.0,7.4,24.0,7.0,24.0
KC,2025-02-07,18.7,24.0,307.4,000000,21.0,39.29747,-94.73087,46.9,,26.1,,14.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1022.8,24.0,,72446003947,984.6,24.0,33.4,24.0,10.0,24.0,8.7,24.0
KC,2025-02-08,23.3,24.0,307.4,010000,25.1,39.29747,-94.73087,45.0,,26.2,,15.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1015.7,19.0,,72446003947,977.4,24.0,35.6,24.0,10.0,24.0,11.0,24.0
KC,2025-02-09,14.5,24.0,307.4,000000,,39.29747,-94.73087,45.0,,21.0,,12.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1028.5,24.0,,72446003947,990.3,24.0,26.7,24.0,10.0,24.0,6.8,24.0
KC,2025-02-10,13.0,24.0,307.4,000000,,39.29747,-94.73087,37.9,,21.0,,12.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1031.2,24.0,,72446003947,992.4,24.0,28.8,24.0,10.0,24.0,6.7,24.0
KC,2025-02-11,14.6,24.0,307.4,000000,22.0,39.29747,-94.73087,33.1,,19.9,,18.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1023.7,21.0,,72446003947,985.1,24.0,26.5,24.0,10.0,24.0,12.2,24.0
KC,2025-02-12,12.3,24.0,307.4,101000,20.0,39.29747,-94.73087,30.9,,12.9,,14.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.16,,1016.9,16.0,2.0,72446003947,977.9,24.0,17.2,24.0,5.8,24.0,11.4,24.0
KC,2025-02-13,1.2,24.0,307.4,001000,,39.29747,-94.73087,19.9,,-0.9,,13.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.11,,1027.9,24.0,2.0,72446003947,989.0,24.0,9.4,24.0,9.6,24.0,6.8,24.0
KC,2025-02-14,10.6,24.0,307.4,000000,29.9,39.29747,-94.73087,37.0,,-0.0,,20.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1027.6,24.0,1.2,72446003947,988.0,24.0,21.8,24.0,10.0,24.0,11.7,24.0
KC,2025-02-15,25.1,24.0,307.4,000000,29.9,39.29747,-94.73087,37.0,,28.0,,20.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1011.3,22.0,1.2,72446003947,973.9,24.0,34.3,24.0,10.0,24.0,10.3,24.0
KC,2025-02-16,8.9,24.0,307.4,001000,29.9,39.29747,-94.73087,36.0,,10.0,,20.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1023.3,24.0,1.2,72446003947,984.7,24.0,18.0,24.0,9.2,24.0,14.1,24.0
KC,2025-02-17,4.3,24.0,307.4,001000,,39.29747,-94.73087,19.9,,9.0,,14.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.01,,1029.4,20.0,1.2,72446003947,990.2,24.0,11.9,24.0,8.4,24.0,7.0,24.0
KC,2025-02-18,-3.9,24.0,307.4,001000,22.9,39.29747,-94.73087,15.1,,-0.9,,17.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.13,,1034.9,14.0,3.1,72446003947,994.7,24.0,3.5,24.0,4.9,24.0,14.6,24.0
KC,2025-02-19,-5.5,24.0,307.4,001000,,39.29747,-94.73087,9.0,,-0.9,,15.9,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.09,,1039.9,23.0,3.1,72446003947,999.7,24.0,2.8,24.0,8.2,24.0,11.0,24.0
KC,2025-02-20,-9.2,24.0,307.4,000000,,39.29747,-94.73087,12.9,,-9.9,,8.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1039.9,24.0,3.1,72446003947,999.7,24.0,0.4,24.0,10.0,24.0,5.9,24.0
KC,2025-02-21,-2.0,24.0,307.4,000000,,39.29747,-94.73087,24.1,,-9.0,,8.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1039.2,24.0,2.0,72446003947,999.0,24.0,8.1,24.0,10.0,24.0,4.2,24.0
KC,2025-02-22,10.1,24.0,307.4,000000,,39.29747,-94.73087,39.0,,10.9,,12.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1028.6,24.0,1.2,72446003947,989.5,24.0,22.2,24.0,10.0,24.0,8.6,24.0
KC,2025-02-23,24.7,24.0,307.4,000000,,39.29747,-94.73087,55.0,,26.1,,12.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1019.0,24.0,1.2,72446003947,980.9,24.0,37.4,24.0,10.0,24.0,8.7,24.0
KC,2025-02-24,33.4,24.0,307.4,000000,,39.29747,-94.73087,63.0,,26.2,,9.9,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1011.2,24.0,1.2,72446003947,974.1,24.0,46.8,24.0,10.0,24.0,7.2,24.0
KC,2025-02-25,35.2,24.0,307.4,000000,,39.29747,-94.73087,66.0,,33.1,,13.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1012.4,24.0,,72446003947,975.4,24.0,50.9,24.0,10.0,24.0,5.6,24.0
KC,2025-02-26,36.7,24.0,307.4,000000,34.0,39.29747,-94.73087,66.0,,37.9,,18.1,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1009.5,24.0,,72446003947,973.3,24.0,54.4,24.0,10.0,24.0,11.6,24.0
KC,2025-02-27,30.4,24.0,307.4,000000,19.0,39.29747,-94.73087,61.0,,36.0,,13.0,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1019.8,24.0,,72446003947,982.6,24.0,47.8,24.0,10.0,24.0,7.9,24.0
KC,2025-02-28,27.4,21.0,307.4,000000,28.0,39.29747,-94.73087,70.0,,39.9,,15.9,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",0.0,,1012.5,21.0,,72446003947,975.7,21.0,51.2,21.0,10.0,21.0,9.4,21.0
LosAngeles,2025-01-01,47.8,24.0,29.7,100000,,33.93816,-118.3866,61.0,,46.9,,9.9,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",0.0,,1018.5,23.0,,72295023174,7.2,17.0,53.3,24.0,3.6,24.0,4.8,24.0
LosAngeles,2025-01-02,46.6,24.0,29.7,100000,,33.93816,-118.3866,71.1,,46.9,,8.9,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",0.0,,1018.7,24.0,,72295023174,6.9,24.0,55.4,24.0,9.8,24.0,2.8,24.0
LosAngeles,2025-01-03,50.4,24.0,29.7,100000,,33.93816,-118.3866,71.1,,46.9,,8.9,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",0.0,,1017.7,15.0,,72295023174,6.3,24.0,53.1,24.0,3.7,24.0,4.1,24.0
LosAngeles,2025-01-04,48.7,24.0,29.7,000000,,33.93816,-118.3866,62.1,,48.0,,13.0,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",0.0,,1018.7,20.0,,72295023174,6.9,24.0,55.3,24.0,8.0,24.0,5.0,24.0
LosAngeles,2025-01-05,41.7,24.0,29.7,000000,,33.93816,-118.3866,75.0,,45.0,,12.0,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",0.0,,1019.5,24.0,,72295023174,7.7,24.0,57.7,24.0,9.7,24.0,4.2,24.0
LosAngeles,2025-01-06,37.6,24.0,29.7,000000,,33.93816,-118.3866,75.0,,45.0,,9.9,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",0.0,,1018.7,24.0,,72295023174,6.9,24.0,59.2,24.0,10.0,24.0,2.5,24.0
LosAngeles,2025-01-07,47.0,24.0,29.7,000000,32.1,33.93816,-118.3866,73.0,,46.9,,22.0,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",0.0,,1014.2,24.0,,72295023174,2.5,24.0,59.5,24.0,9.7,24.0,6.0,24.0
LosAngeles,2025-01-08,31.0,24.0,29.7,000000,36.9,33.93816,-118.3866,73.0,,48.9,,25.1,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",0.0,,1017.6,23.0,,72295023174,6.2,24.0,65.2,24.0,9.1,24.0,13.9,24.0
